threshold,auc,accuracy,precision,recall,f1,business_cost,tn,fp,fn,tp
0.7799999999999997,0.786635475336215,0.9076615394621314,0.38155275381552756,0.23162134944612287,0.28825667376864267,40014,54673,1864,3815,1150
0.7899999999999996,0.786635475336215,0.9102956001430847,0.39545454545454545,0.21027190332326284,0.2745562130177515,40806,54941,1596,3921,1044
0.7999999999999996,0.786635475336215,0.9124418718090469,0.4088541666666667,0.18972809667673715,0.2591828312009905,41592,55175,1362,4023,942
0.8099999999999996,0.786635475336215,0.9145881434750089,0.42690355329949237,0.16938569989929506,0.24253785147801007,42369,55408,1129,4124,841
0.8199999999999996,0.786635475336215,0.9162141068583135,0.44218942189421895,0.1448136958710977,0.2181763010165377,43367,55630,907,4246,719
0.8299999999999996,0.786635475336215,0.9175148775649572,0.4606413994169096,0.12729103726082577,0.19946346851822627,44070,55797,740,4333,632
0.8399999999999996,0.786635475336215,0.9185392344964391,0.47952684258416745,0.10614300100704935,0.17381266490765174,44952,55965,572,4438,527
0.8499999999999996,0.786635475336215,0.9194822932587559,0.5074285714285715,0.08942598187311178,0.15205479452054793,45641,56106,431,4521,444
0.8599999999999995,0.786635475336215,0.9203277942180742,0.5493171471927162,0.0729103726082578,0.12873399715504977,46327,56240,297,4603,362
0.8699999999999996,0.786635475336215,0.9202952749504081,0.5646817248459959,0.0553877139979859,0.10088041085840058,47112,56325,212,4690,275
0.8799999999999996,0.786635475336215,0.9203115345842412,0.5941176470588235,0.04068479355488419,0.07615457115928369,47768,56399,138,4763,202
0.8899999999999996,0.786635475336215,0.9202627556827421,0.6445497630331753,0.027391742195367573,0.05255023183925812,48365,56462,75,4829,136
0.8999999999999996,0.786635475336215,0.9200188611752463,0.6716417910447762,0.01812688821752266,0.03530103941949402,48794,56493,44,4875,90
